timestamp,cpu_usage,memory_usage,disk_usage,network_sent,network_recv,swap_usage,process_count
2024-08-05 17:44:31,10.8,35.7,10.1,13480488,319364059,0.1,225
2024-08-05 17:44:37,6.3,38.4,10.1,13483423,319364617,0.1,225
2024-08-05 17:44:43,6.8,38.1,10.1,13484287,319364617,0.1,225
2024-08-05 17:44:49,7.8,38.1,10.1,13484635,319364933,0.1,225
2024-08-05 17:44:55,5.8,38.5,10.1,13484954,319365358,0.1,225
2024-08-05 17:45:01,4.1,38.5,10.1,13485640,319366297,0.1,225
2024-08-05 17:45:07,4.6,39.4,10.1,13485726,319366636,0.1,225
2024-08-05 17:45:13,3.4,39.8,10.1,13485726,319366962,0.1,225
